SpoonWood03
0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
1.5111,11,1	-6.5781,1.6339,4.5555,354.9138,351.2431,1.2373	-6.7897,0.7766,5.0495,76.073,315.0771,304.2477	-6.3263,1.1186,4.7411,5.2244,47.0129,35.5048	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3395,1.0983,4.7177,333.6602,21.6129,83.0423	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.5333,11,1	-6.5781,1.6339,4.5555,354.9232,351.2957,1.2642	-6.7897,0.7766,5.0495,76.0721,315.0778,304.247	-6.3218,1.122,4.74,5.3908,50.7841,31.7126	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3415,1.1005,4.7204,332.5604,25.0271,82.2632	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.5564,11,1	-6.5781,1.6338,4.5556,354.9369,351.3325,1.3269	-6.7897,0.7766,5.0495,76.0724,315.0807,304.2495	-6.3229,1.1218,4.7392,5.083,51.7119,33.2636	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.34,1.1018,4.7182,332.2601,26.5865,82.8355	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.5782,11,1	-6.5781,1.6338,4.5556,354.9318,351.357,1.366	-6.7897,0.7766,5.0495,76.0746,315.0813,304.2485	-6.3315,1.1195,4.7401,2.7033,46.934,39.4312	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3362,1.1006,4.7132,332.2649,22.5401,87.2056	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.6004,11,1	-6.5781,1.6338,4.5555,354.8775,351.3771,1.4311	-6.7897,0.7766,5.0495,76.0736,315.0821,304.2486	-6.3402,1.1161,4.7417,1.6243,43.2859,44.5765	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.339,1.0992,4.7121,333.0233,17.244,92.2879	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.623,11,1	-6.5781,1.6339,4.5554,354.8254,351.3602,1.4912	-6.7897,0.7766,5.0495,76.0761,315.0812,304.2481	-6.3481,1.1143,4.7428,2.6734,42.1422,44.6089	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3494,1.0981,4.714,333.9895,14.4379,94.3065	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.6447,11,1	-6.5782,1.6339,4.5554,354.7173,351.3691,1.547	-6.7897,0.7766,5.0495,76.0776,315.0777,304.2443	-6.357,1.1137,4.7434,3.4054,40.0303,43.2946	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3589,1.0966,4.7154,334.4216,12.5136,94.2228	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.6671,11,1	-6.5782,1.6341,4.5553,354.7085,351.3722,1.5495	-6.7897,0.7766,5.0495,76.0791,315.0732,304.2395	-6.3707,1.1115,4.7438,4.6622,35.0792,43.8936	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3673,1.096,4.7145,335.3568,8.9788,94.2115	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.689,11,1	-6.5783,1.6341,4.5552,354.6595,351.3398,1.5844	-6.7897,0.7766,5.0495,76.0804,315.0674,304.2349	-6.3868,1.1083,4.7436,7.3266,27.8215,44.4417	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3763,1.0957,4.7131,337.1852,3.5802,93.8279	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.7114,11,1	-6.5783,1.6342,4.5551,354.6125,351.3304,1.5952	-6.7897,0.7766,5.0495,76.0816,315.0665,304.2346	-6.4046,1.1057,4.7426,10.9692,19.2433,42.853	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3883,1.0951,4.7124,339.4601,357.2155,91.9367	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.734,11,1	-6.5784,1.6343,4.555,354.5645,351.3139,1.6056	-6.7897,0.7766,5.0495,76.0828,315.0622,304.2313	-6.4196,1.1083,4.7403,12.4106,12.8407,36.4933	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4052,1.0936,4.7125,339.749,352.7785,87.3329	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.7563,11,1	-6.5784,1.6343,4.5549,354.5423,351.2939,1.602	-6.7897,0.7766,5.0495,76.0828,315.0625,304.2305	-6.4321,1.1112,4.7372,15.3417,7.836,28.9563	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4219,1.096,4.7094,339.8707,350.6212,80.7108	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.7788,11,1	-6.5784,1.6343,4.5549,354.5379,351.2635,1.5312	-6.7897,0.7765,5.0495,76.0844,315.0604,304.2293	-6.4447,1.1139,4.733,18.3631,0.8948,22.6066	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4332,1.1002,4.7051,340.5616,348.1594,73.8973	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.8002,11,1	-6.5783,1.6343,4.5549,354.5447,351.2701,1.515	-6.7897,0.7765,5.0495,76.0857,315.0641,304.2329	-6.457,1.1176,4.7278,19.5036,352.9924,17.6868	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4417,1.1036,4.7013,340.9237,344.4614,68.1006	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.8224,11,1	-6.5783,1.6343,4.5549,354.5209,351.2014,1.4915	-6.7897,0.7765,5.0495,76.0862,315.0618,304.2295	-6.4649,1.1234,4.7234,20.0914,347.1017,11.254	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4511,1.1084,4.6971,340.8134,341.9059,61.9806	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.8446,11,1	-6.5784,1.6343,4.5549,354.5013,351.1251,1.4822	-6.7897,0.7765,5.0495,76.0867,315.0591,304.2273	-6.4661,1.1301,4.7229,20.0681,346.8108,4.0466	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4617,1.1142,4.694,340.2483,343.2561,55.3229	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.8665,11,1	-6.5784,1.6344,4.5549,354.4881,351.0244,1.4604	-6.7897,0.7765,5.0495,76.0896,315.0587,304.227	-6.4667,1.1347,4.7224,20.1698,345.9489,359.2165	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4653,1.1197,4.6926,339.991,345.1717,49.6823	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.89,11,1	-6.5785,1.6344,4.5548,354.4795,350.9511,1.422	-6.7897,0.7765,5.0495,76.0901,315.053,304.2224	-6.4677,1.1389,4.72,19.6808,341.6725,355.2013	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.463,1.124,4.6911,339.7528,345.1517,44.9195	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.9113,11,1	-6.5786,1.6344,4.5548,354.4762,350.887,1.3743	-6.7897,0.7765,5.0495,76.0905,315.0515,304.2205	-6.4671,1.1428,4.7175,19.1526,336.3701,349.2939	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4609,1.1285,4.6889,339.6602,344.4546,39.4976	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.9345,11,1	-6.5786,1.6344,4.5548,354.4797,350.7964,1.3106	-6.7897,0.7765,5.0495,76.0912,315.0537,304.2233	-6.4624,1.1457,4.718,18.4501,334.8427,344.7454	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4592,1.1318,4.6884,339.573,344.9979,34.4731	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.9558,11,1	-6.5786,1.6344,4.5548,354.4757,350.7717,1.2714	-6.7897,0.7765,5.0495,76.0913,315.0482,304.2172	-6.4543,1.1463,4.7223,18.1666,339.5865,344.8147	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4576,1.1324,4.6912,339.3349,347.8134,32.2093	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
1.9783,11,1	-6.5786,1.6344,4.5548,354.4675,350.7523,1.2182	-6.7897,0.7765,5.0495,76.0907,315.051,304.2194	-6.4454,1.1433,4.7262,19.6717,344.3734,347.6691	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4506,1.1313,4.6946,339.8468,350.5781,32.8287	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.0005,11,1	-6.5786,1.6344,4.5548,354.4416,350.7376,1.1802	-6.7897,0.7765,5.0495,76.0921,315.0447,304.2124	-6.4361,1.1391,4.7289,21.3837,348.3453,352.2381	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4402,1.1285,4.6974,340.7416,352.2283,35.6233	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.0227,11,1	-6.5785,1.6345,4.5547,354.3952,350.6748,1.1773	-6.7897,0.7765,5.0495,76.0932,315.0434,304.2113	-6.425,1.1349,4.7325,22.2855,355.0618,358.0985	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4316,1.1243,4.701,341.4891,354.4543,39.9666	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.0452,11,1	-6.5786,1.6345,4.5547,354.3279,350.6354,1.1674	-6.7897,0.7765,5.0495,76.0943,315.0401,304.2082	-6.4127,1.1301,4.7362,22.7913,3.7403,5.4949	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4227,1.1197,4.7048,342.2318,357.432,45.7076	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.0677,11,1	-6.5786,1.6346,4.5546,354.2774,350.5655,1.1587	-6.7897,0.7765,5.0495,76.0967,315.0419,304.2109	-6.3984,1.1272,4.7396,21.95,12.0439,11.2239	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4122,1.1153,4.7092,342.4255,1.2227,51.3624	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.0892,11,1	-6.5787,1.6347,4.5545,354.2079,350.5161,1.1743	-6.7897,0.7765,5.0495,76.0981,315.0429,304.2119	-6.3822,1.1264,4.7425,20.5899,20.2737,14.6875	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4012,1.1126,4.714,342.0642,6.0991,55.8452	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.1118,11,1	-6.5787,1.6347,4.5544,354.1503,350.4682,1.1706	-6.7897,0.7765,5.0495,76.0992,315.0429,304.2122	-6.3675,1.1255,4.7433,19.2439,27.5434,19.2014	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3878,1.1111,4.7165,341.648,10.6292,60.4033	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.1336,11,1	-6.5788,1.6348,4.5543,354.112,350.4489,1.2057	-6.7897,0.7765,5.0495,76.1009,315.0411,304.2101	-6.3563,1.1253,4.7421,14.9674,32.7071,25.9371	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3724,1.1075,4.7165,340.1009,12.98,66.7224	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.156,11,1	-6.5788,1.6349,4.5542,354.075,350.4314,1.237	-6.7897,0.7765,5.0495,76.1004,315.0369,304.2047	-6.3459,1.1255,4.7414,9.0987,37.6685,33.1809	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3586,1.1045,4.7169,337.697,14.0151,74.6642	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.1788,11,1	-6.5789,1.6349,4.5541,354.0481,350.4342,1.2493	-6.7897,0.7765,5.0495,76.1038,315.0366,304.2051	-6.3366,1.1255,4.7406,3.5061,42.2715,39.9935	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3471,1.1032,4.7166,335.409,14.418,83.3479	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.2009,11,1	-6.5789,1.635,4.5541,354.0316,350.4751,1.2668	-6.7897,0.7765,5.0495,76.1037,315.0365,304.2042	-6.3306,1.1252,4.7396,359.0779,44.3734,46.2547	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3374,1.1037,4.7146,333.8833,13.5624,91.9281	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.2234,11,1	-6.5789,1.635,4.5541,354.0293,350.5189,1.2906	-6.7897,0.7765,5.0495,76.1045,315.0418,304.2091	-6.3259,1.1255,4.7385,355.7331,45.6239,49.8359	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3313,1.1041,4.7134,332.7296,12.5197,98.7743	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.2449,11,1	-6.5788,1.635,4.5541,354.0399,350.5432,1.2932	-6.7897,0.7765,5.0495,76.1059,315.041,304.2077	-6.3225,1.1259,4.7376,352.7628,46.8206,52.3445	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3274,1.1041,4.7127,331.6636,11.727,104.2225	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.2673,11,1	-6.5788,1.635,4.5541,354.0455,350.5759,1.3063	-6.7897,0.7765,5.0495,76.1056,315.0443,304.2119	-6.3229,1.1254,4.7369,349.7345,46.3865,56.1683	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3245,1.1043,4.7113,331.0249,9.9879,109.7718	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.2894,11,1	-6.5788,1.635,4.5541,354.056,350.6173,1.3126	-6.7897,0.7765,5.0495,76.1061,315.0379,304.2047	-6.3257,1.1238,4.7368,348.3863,44.7884,59.8226	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3244,1.1048,4.7097,331.3826,7.5322,114.6096	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
2.3114,11,1	-6.5787,1.6349,4.5542,354.0612,350.6548,1.3001	-6.7897,0.7765,5.0495,76.1083,315.0353,304.2032	-6.33,1.1208,4.7373,349.0983,43.1772,62.1086	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3279,1.1044,4.709,332.6343,5.4187,117.6336	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
